,question,answer
917,"Здравствуйте я 13.12.2018 переоформляла детские до 16 лет. Все эти месяцы я получала детские, но в этом месяце их не было. Вопрос насколько сейчас оформляются детские до 16 лет на год или два. И к ли в этом месяце их не было значит мне надо их переоформляла снова? ",Здравствуйте! Рекомендуем Вам обратиться в управление социальной защиты населения по месту Вашего нахождения.
918,"Что значит формулировка ""Форрмирование заказов и прием результатов""? Это значит, что мой вопрос решен и я могу получить документы?","Здравствуйте! Данный статус означает, что Ваши документы еще в работе, также  о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22."
919,"Какой перечень документов необходим, чтобы временно зарегистрировать у себя в квартире иностранного гражданина? Есть ли на сайте бланки?","Здравствуйте! В МФЦ Вы можете подать документы на постановку на учет иностранных граждан по месту пребывания.                                                                           
 Для  это вам необходимо предоставить:                                 
- паспорт иностранного гражданина,     
- Ваш паспорт,          
 -правоустанавливающий документ ( св-во о регистрации, выписка ЕГРН)?                             
-миграционную карту,                                                   
-уведомление о прибытии 2 экз.
 Бланки уведомления можете просмотреть в Административном регламенте от 30.07.2019 №514. "
920,"Подскажите пожалуйста, как мне получить справку о регистрации и снятия с регистрации с 1991 по 1999 года, проживала в Шимановск ом районе, с Саскаль,ул Советская, д 14,справка нужна для предоставления УП ФСБ по Амурской области и г Благовещенска.? ",Здравствуйте! Данная услуга через МФЦ Амурской области не предоставляется.
921,Что означает статус - Формирование заказов и прием результатов?,"Здравствуйте! Просим Вас уточнить номер дела, указанный в расписке или описи, выданной в МФЦ. Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22."
922,"Здравствуйте, где взять код в расписке если в расписке один номер","Здравствуйте! Ваш код дела находится в РАСПИСКЕ, внизу документа. Если у Вас ОПИСЬ , то необходимо просматривать статус дела на сайте Росреестра по номеру дела, который указан в правом верхнем углу (28.........). Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22."
923,"Здравсвуйте! 
Я подавала документы на переоформление квартиры по ипотеки на мое имя , когда будет все готово и можно  забрать?! ","Здравствуйте! Просим Вас уточнить номер дела, указанный в расписке или описи, выданной в МФЦ. Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22.
"
924,"Старшую сестру (82года) Васину Раису Ивановну забрала к себе, т.к. сестра глубокий инвалид и не может себя обслуживать. Как выписать ее из её квартиры и прописать у себя? Квартира, в которой она проживала, находилась в её собственности и уже продана.",Здравствуйте! Просим оставить Ваш номер телефона на обратную связь или  свяжитесь с нами по телефону  регионального call-центр МФЦ  8 (4162) 99-22-22.
925,"как можно заказать справу из БТИ 
",Здравствуйте! Данная услуга через МФЦ Амурской области не предоставляется. Рекомендуем Вам обратиться в Министерство имущественных отношений Амурской области.
926,"Подавали заявление в мфц, смотрели на сайте готовность услуги , там написано : статус- в работе, что это значит?","Здравствуйте! Данный статус означает, что документы находятся в обработке и результат в МФЦ ещё не поступал. Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22."
927,Как узнать код дела,"Здравствуйте! Ваш код дела находится в РАСПИСКЕ, внизу документа. Если у Вас ОПИСЬ , то необходимо просматривать статус дела на сайте Росреестра по номеру дела, который указан в правом верхнем углу (28.........). Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22."
928,Что значит - Статус: Выдача результатов оказания услуги,"Здравствуйте! Данный статус означает, что Ваша услуга готова, можете за результатом обращаться в отделение МФЦ."
929,"Статус дела: выдача результатов оказания услуг,что это значит?","Здравствуйте! Данный статус означает, что Ваша услуга готова, можете за результатом обращаться в отделение МФЦ."
930,"Статус дела: выдача результатов оказания услуг,что это значит?","Здравствуйте! Данный статус означает, что Ваша услуга готова, можете за результатом обращаться в отделение МФЦ."
931,"Добрый день! Подскажите, пожалуйста, какие нужны документы для снятия квартиры с обременения? И если квартира оформлена на двоих собственников, то документы обязательно должны подавать сразу два собственника вместе, или можно кому то одному? Спасибо.",Здравствуйте! Для полноценного ответа Вам необходимо оставить свой номер телефона на обратную связь. Также Вы можете связаться с нами по телефону  регионального call-центр  8(4162)99-22-22.
932,Скажите как получить справку о том что не стоишь на наркоконтроле для устройства на работу? И какие сроки получения? ,"Здравствуйте! В МФЦ Вы можете подать документы на услугу ""Выдача справок о том, является или не является лицо подвергнутым административному наказанию за потребление наркотических средств или психотропных веществ без назначения врача либо новых потенциально опасных психоактивных вещества"".                                                                                                                     
Необходимые документы:
- Заявление (заполняется в МФЦ);                                                                  
- Паспорт;
- В случае обращения представителя, необходимо предоставить нотариальную доверенность. 
Срок предоставления услуги – не более 30 рабочих дней.
"
933,"Сдали документы на пизнание или отказ в признании граждан нуждающимися в жилом помещении 29.08.2019 года, расписка 2/2/114016 и до сих пор нет ответа. Куда нам обращаться?","Здравствуйте! Документы по Вашей услуге были переданы на исполнение в  Благовещенский городской архивный и жилищный центр (далее-БГАЖЦ), результат от БГАЖЦ в МФЦ на данный момент не поступал. Для получения более подробной информации просим Вас оставить свой номер телефона для обратной связи с Вами. "
934,Добрый день! Могу ли я через МФЦ оформить выплату компенсации за детский сад? Спасибо!,Здравствуйте! Данная услуга через МФЦ Амурской области не предоставляется.
935,"Как отказаться от садового участка, которым не пользуюсь более 10 лет? Налог на участок оплачиваю ежегодно. Участок находится в Волково, СНТ?","Здравствуйте! Для подачи заявления, Вам необходимо обратиться в МФЦ. При себе необходимо иметь документ удостоверяющий личность и правоустанавливающий документ (или кадастровый номер земельного участка)."
936,Как заказать справку об отсутствии судимости и об отсутствии наркозависимости?,"Здравствуйте!  Данная услуга предоставляется в МФЦ.
Необходимые документы:
- Заявление (заполняется в МФЦ);
- Паспорт.
Срок предоставления услуги – не более 30 рабочих дней."
937,"Добрый день!
Подскажите, как заказать справку  о правах  отдельного лица на объекты жилищного фонда по состоянию на 31/01/1998 г по Амурской области? 
Дело в том, что я проживаю в Московской области, и лично подать заявление не могу... Возможно ли это сделать электронно? 
Заранее спасибо за ответ.
С уважением , Крестьянинова Ольга",Здравствуйте! Данная услуга через МФЦ Амурской области не предоставляется. Рекомендуем Вам обратиться в Министерство имущественных отношений Амурской области.
938,"Здравствуйте. Хочу приобрести ннедвижимость за счет средств материнскойго капитала, составили договор купли-ппродажи с продавцом. теперь необходимо его зарегистрировать. Подскажите пожалуйста какие документы необходимо брать с собой на регистрацию договора? Нужны ли все участники сделки, в т.ч несовершеннолетние дети?  Услуга платная?  Спасибо",Здравствуйте! Для полноценного ответа на Ваш вопрос нам необходима дополнительная информация о сторонах сделки и в какой форме составлен договор купли-продажи. Просим Вас оставить свой номер телефона на обратную связь или свяжитесь с нами по телефону  регионального call-центр  8(4162)99-22-22.
939,"Здравствуйте,через вас можно заменить Водительское удостоверение по истечению срока годности?","Здравствуйте! Да, данная услуга предоставляется в МФЦ.
Необходимые документы:
- Заявление (заполняется в МФЦ);
- Паспорт;
- Медицинская справка (срок действия медицинской справки – 1 год с даты выдачи);
- Водительское удостоверение;
- Фотография (на флэш или диск носителе- формат файла: JPEG);
- Квитанция об оплате госпошлины (2000 руб.).
Срок предоставления услуги – не более 15 рабочих дней. "
940,"Почему до сих пор не перевели на карту деньги на проезд, на гемодиализ, за прошлый месяц","Здравствуйте! МФЦ принимает заявление и документы по предоставлению услуги и передает их в орган власти, который данную услугу предоставляет. Перечислениями денежных средств на счета заявителей не относится к компетенции МФЦ.  В случае если Вы подавали заявление в МФЦ для получения компенсации,   Вам необходимо написать номер вашего дела, указанный в расписке, и оставить свой номер телефона на обратной связи либо связаться с нами по телефону  регионального call-центр  8(4162)99-22-22."
941,Как узнать границы (красные линии) в городе для ижс,Здравствуйте! Для полноценного ответа Вам необходимо оставить свой номер телефона на обратную связь. Также Вы можете связаться с нами по телефону  регионального call-центр  8(4162)99-22-22.
942,Можно ли оформить СНИЛС через ваш центр?,"Здравствуйте! Да, данная услуга предоставляется в МФЦ.
Необходимые документы:
- Заявление (заполняется в МФЦ);
- Паспорт.
Срок предоставления услуги – не более 5 рабочих дней."
943,Здравствуй хотела бы узнать что обозначает статус Заявление в работе,"Здравствуйте! Просим Вас уточнить номер дела, указанный в расписке или описи, выданной в МФЦ. Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22."
944,"""формирование заказов и прием результатов"" Готов ли паспорт или нет? ","Здравствуйте! Просим Вас уточнить номер дела, указанный в расписке или описи, выданной в МФЦ. Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22."
945,"добрый день,ребенку в конце месяца исполнится 14 лет,когда и какие документы нужно  предоставить для получения паспорта..,","Добрый день! Список документов для оформления паспорта после исполнения 14 лет включает:

- Заявление (заполняем в МФЦ)
- Оригинал свидетельства о рождении
- Документ подтверждающий регистрацию по месту жительства (необязательный)
- Две фотографии  размера 35x45
- Квитанция об оплате государственной пошлины (300 руб, оплатить можно в МФЦ)."
946,Можно узнать ответ о приватизации. ,"Здравствуйте! Просим Вас уточнить номер дела указанный в расписке или описи выданной в МФЦ. Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8(4162)99-22-22."
947,"Здравствуйте! Подскажите пожалуйста, как Вам подать запрос, находясь сейчас в другом городе, о том, что на 01.01.1991 год  я находилась и была зарегистрирована по адресу: Амурская область, г.Благовещенск, ул. Заводская, д.5, кв.1. Эта справка мне нужна для оформления вида на жительство на Украине.","Добрый день! Сообщаем Вам, что услуга по выдаче справок о регистрации граждан в МФЦ не предоставляется. Рекомендуем Вам обратиться в ОВМ МО МВД России ""Благовещенский""."
948,"Здравствуйте, подскажите я заказала справку через мфц, может ли кто нибудь забрать её кроме меня и что для этого нужно? ","Здравствуйте! Для получения справки третьим лицом, при себе гражданин должен иметь:
1. Документ удостоверяющий личность.
2. Расписка.
3. Документ, подтверждающий полномочия:
•  Доверенность на право получения справки о наличии (отсутствии) судимости, выданной в установленном законодательством Российской Федерации порядке (при получении доверенным лицом).
•  Документа, подтверждающего родство или факт усыновления (удочерения) (При получении законным представителем (родителем, усыновителем) справки несовершеннолетнего лица).
•  Документ, подтверждающий факт установления опеки (При получении опекуном справки в отношении лица, находящегося под его опекой).
•  Документа, подтверждающий факт установления попечительства (При получении справки в отношении лица, находящегося под его попечительством).
"
949,Добрый день. Где взять реквизиты для оплаты госпошлины на получение паспорта РФ при достижении 14 лет?,"Здравствуйте! Реквизиты Вы можете посмотреть на сайте Управления МВД России по Амурской области  https://28.xn--b1aew.xn--p1ai/folder/12035549.
 Также Вы можете обратиться в Отделение ГАУ ""МФЦ Амурской области""."
950,"Вопрос вот в чем, заказал справку о не судимости и в данный момент указан статус ""Услуга оказана"", это как понимать? А на будущее, совет, сделайте разъяснение всех статусов чтобы люди понимали что к чему","Здравствуйте! Просим Вас уточнить номер дела, указанный в расписке или описи, выданной в МФЦ. Также о статусе рассмотрения дела Вы можете узнать, позвонив в региональный call-центр МФЦ по номеру телефона 8 (4162) 99-22-22."
951,"Здравствуйте. Подавали документы по услуге: направление средств (части средств) материнского капитала на погашение основного долга и уплату процентов по кредиту (займу) на приобретение или строительство жилья, на погашение ранее предоставленного кредита.  
Как узнать, какое решение принято и когда ждать перечисление средств в банк? 
На сайте МФЦ Статус дела: на выдачу.
Что это значит? Подскажите, пожалуйста.","Здравствуйте! 
В соответствии с частью 1 статьи 8 Федерального закона ""О дополнительных мерах государственной поддержки семей, имеющих детей"" решение об удовлетворении или отказе в удовлетворении заявления выносится территориальным органом Пенсионного фонда Российской Федерации в месячный срок с даты приема заявления.
В случае удовлетворения заявления перечисление средств (части средств) материнского (семейного) капитала осуществляется Пенсионным фондом Российской Федерации (территориальным органом Пенсионного фонда Российской Федерации) в течение 10 рабочих дней со дня принятия решения об удовлетворении заявления.
В связи с тем, что результат по данной услуге не возвращается в МФЦ, для получения более подробной информации о ходе рассмотрения Вашего заявления рекомендуем обратиться по телефону горячей линии Пенсионного фонда Российской Федерации по Амурской области: 8 (4162) 202-400.
"
952,"Стоит статус - На исполнении. Формирование результата предоставления услуги.
что это значит?","Здравствуйте! Данный статус означает, что документы находятся в обработке и результат в МФЦ ещё не поступал. Для получения дополнительной информации Вы можете связаться с нами по телефону регионального call-центра 8 (4162) 99-22-22."
953,"Здравствуйте. Сказали, что можно сделать через вас. Я училась в автошколе ДОСААФ, мне нужно сдать город, как можно раньше экзамен. Это возможно? ","Здравствуйте! В МФЦ предоставляется услуга по выдаче российских национальных водительских удостоверений только при замене, утрате (хищении) и международных водительских удостоверений. В описанном Вами случае рекомендуем обратиться в автошколу, в которой Вы проходили обучение."
954,Здравствуйте! Можно ли у Вас заказать справку о составе семьи. Спасибо.,Здравствуйте! Данная услуга через МФЦ Амурской области не предоставляется. Рекомендуем Вам обратиться в Межмуниципальный отдел МВД России по Амурской области.
955,Какие документы необходимо предоставить для оформления через МФЦ  договора дарения квартиры близкому родственнику. ,"Примерный перечень документов, для государственной регистрации права на недвижимое имущество на основании договора дарения:
•    документы, удостоверяющие личность участников сделки;
•    договор дарения; 
•    правоустанавливающие документы на объект недвижимости.
Обращаем Ваше внимание, что для проведения государственной регистрации Одаряемому необходимо оплатить государственную пошлину (за жилое помещение – 2000 руб.).
При отчуждении жилого помещения, приобретенного дарителем в браке по возмездной сделке, необходимо предоставить согласие супруга (супруги) дарителя.
Для более подробной информации рекомендуем Вам обратиться по телефону регионального call – центра МФЦ 8 (4162) 99 22 22 или по Единому справочному телефону Росреестра 8 (800) 100 34 34 (Звонок из всех регионов России бесплатный).
"
956,Что значит выдача результатов оказания услуг ,"Здравствуйте! Данный статус означает, что Ваша услуга готова, можете за результатом обращаться в отделение МФЦ."
957,Почему на вашем сайте нет коллективного договора?,"Здравствуйте! Согласно ст. 22 Трудового Кодекса РФ Работодатель имеет право, но не обязанность,  заключать коллективные договоры. 
В ГАУ «МФЦ Амурской области» имеются иные локальные нормативные акты, регулирующие социально-трудовые отношения в организации (Правила внутреннего трудового распорядка, Положения об оплате труда, Положения о премировании и т.д.) 
Они утверждаются работодателем независимо от наличия или отсутствия коллективного договора. 
Данные локальные нормативные акты являются внутренними документами и регламентируют взаимоотношения только работодателя и работников. В связи с чем локальные нормативные акты не подлежат размещению в сети интернет для общего доступа."
958,"Статус
На выдачу
Комментарий
Результат оказания услуги готов к выдаче","Здравствуйте! Для полноценного ответа Вам необходимо оставить свой номер телефона или номер своего дела на обратную связь. Также Вы можете связаться с нами по телефону  регионального call-центр  8(4162)99-22-22.
"
959,"Здравствуйте, подскажите стоцмость гос пошлины но утери паспорта  ",Здравствуйте! Госпошлина за восстановление утраченного паспорта составляет 1500 рублей.  Обращаться по восстановлению паспорта Вам необходимо в Управление МВД.
960,"Здравствуйте! У меня такой вопрос. Вышла замуж второй раз, хочу изменить фамилию ребёнку от первого брака(бывший муж не против). Какие для этого нужны документы? ",Здравствуйте! По данному вопросу Вам необходимо обратиться в отделение ЗАГСа.
961,Какие нужны документы для продажи квартиры?,Здравствуйте! Для полноценного ответа Вам необходимо оставить свой номер телефона на обратную связь или связаться с нами по телефону  регионального call-центр  8(4162)99-22-22.
962,"На выдачу
Результат оказания услуги готов к выдаче,как понять?","Здравствуйте! Данный статус означает, что Ваша услуга готова, можете за результатом обращаться в отделение МФЦ.
"
963,"Добрый день! Как узнать владельца садового участка , если нет кадастрового номера на этот участок? ","Здравствуйте! Если не удалось узнать кадастровый номер, можно обратиться на сайт  Росреестр или в МФЦ с другими сведениями, которые помогут в точном определении участка. Также кадастровый номер можете самостоятельно просмотреть на публичной кадастровой карте(https://pkk5.rosreestr.ru/)
Для полноценного ответа Вы можете оставить свой номер телефона на обратную связь или связаться с нами по телефону  регионального call-центр  8(4162)99-22-22."
964,"Добрый день! В 1992 г. был заключен ТИПОВОЙ ДОГОВОР О ВОЗВЕДЕНИИ ИНДИВИДУАЛЬНОГО ЖИЛОГО ДОМА НА ПРАВЕ ЛИЧНОЙ СОБСТВЕННОСТИ НА ОТВЕДЕННОМ УЧАСТКЕ (к нему же был подписан АКТ об отводе земельного участка). Дом достроили в 2019 г. На сегодняшний день на руках свидетельство о праве собственности на отведенный земельный участок, технический паспорт на построенный дом и договор который был указа выше. Вопрос: Как оформить дом в собственность?","Здравствуйте! Для полноценного ответа на вопрос нужна дополнительная информация, для это Вам необходимо оставить свой номер телефона на обратную связь или связаться с нами по телефону  регионального call-центр  8(4162)99-22-22."
965,"Здравствуйте, можно ли оформить через мфц путинские пособия на ребенка моей жене?","Здравствуйте! Президентские выплаты на ребенка рождённого в 2018-2019 г,  Вы можете оформить в Министерстве социальной защиты населения Амурской области. "
966,"здравствуйте. подскажите срок изготовления загранпаспорта, если нужно срочно","Здравствуйте! Вы можете оформить в МФЦ заграничный паспорт (старого образца, на 5 лет) срок изготовления документа составит 30 дней по месту постоянного проживания и 90 дней по месту фактического проживания."
967,"Здравствуйте, какие документы нужны отцу ребёнка, чтоб оформить, единовременное пособие на рождение первого ребенка ?",Здравствуйте!  Просим Вас уточнить информацию о предоставлении услуги социальной защиты  по номеру телефона  горячей линии 8(4162) 225-800.
968,"Статус дела: выдача результатов оказания услуги. Это значит, что дело готово?","Здравствуйте! Данный статус означает, что Ваша услуга готова, можете за результатом обращаться в отделение МФЦ."
969,"Здравствуйте, почему сегодня невозможно дозвониться вам на номер 200-777??? 11.07.19 подала документы на регистрацию ребенка по месту жительства, до сих пор нет никакого результата.  Как узнать, где вообще находятся мои документы? Номер дела 2/1/178428
Проверяю на сайте статус дела, показывает постоянно формирование заявок и прием результатов.  Когда будет готова моя заявка? ","Здравствуйте! За результатом предоставления услуги, Вам необходимо обратиться в Управление МВД по Амурской области,которое находится по адресу г. Благовещенск ул. Горького, 137"
970,"Добрый день! Оформляя квартиру в ипотеку в ВТБ банке , регистрация права на недвижимость  в МФЦ сколько дней длится? И можно ли ускорить процесс с помощью электронной подписи или через какие нибудь другие сервисы? ","Здравствуйте! По Вашему вопросу сообщаем следующее, срок проведения государственной регистрации через МФЦ составляет 7 рабочих дней (если договор не нотариальный), если нотариальный, то 5 рабочих дней.
Если у Вас есть ЭЦП ( электронно цифровая подпись), то документы на регистрацию Вы можете подать через сайт Росреестра в электронном виде,  срок регистрации составит 5 рабочих дней)."
971,"Здравствуйте. Почему я не могу сам подать заявление на получение лицензии на добычу  охотничьих ресурсов в управление по охране,контролю и регулированию и использования объектов животного мира и среды их обитания Амурской области как в других регионах а только через МФЦ. ","Здравствуйте! Ваш вопрос перенаправили по компетенции в Управление по охране, контролю и регулированию использования объектов животного мира и среды их обитания. "
972,"При утере паспорта, можно ли заменить его через МФЦ, если прописка в г. Белогорске?",Здравствуйте! Вам необходимо обратиться с данным вопросом в Управление МВД.
973,Здравствуйте! Могу ли я через МФЦ заменить водительское удостоверение в связи с окончанием срока действия и сроки замены?,"Здравствуйте! Да, данная услуга предоставляется в МФЦ. 
Необходимые документы:
- Заявление (заполняется в МФЦ);
- Паспорт;
- Медицинская справка (срок действия медицинской справки – 1 год с даты выдачи);
- Водительское удостоверение;
- Фотография (на флэш или диск носителе- формат файла: JPEG);
- Квитанция об оплате госпошлины (2000 руб.).
Срок предоставления услуги – не более 15 рабочих дней. 
"
974,"Добрый день. Могу ли я выписать самостоятельно человека из квартиры, если он прописан на постоянной регистрации, но собственником являюсь только я ?",Здравствуйте! Выписать человека из квартиры без его согласия возможно только через суд.
975,"Скажите,пожалуйста,как мне снять с регистрационного учета в паспорте и снова стать на учет по месту прописки в этом же населенном пункте,если я проживаю в Москве и не могу выехать по месту прописки в Октябрьский район Амурской обл. Спасибо. Могут ли меня прописать по доверенности нотариальной без моего присутствия?","Здравствуйте! Вы можете выписаться из квартиры, находясь в другом регионе, для этого требуется обратиться к нотариусу. Составить и заверить доверенность на человека, который будет заниматься Вашей выпиской. Перед обращением в нотариальную контору, доверенное лицо должен Вам выслать ксерокопию своего паспорта. Также, заполнить заявление о снятии с регистрационного учета по месту жительства и заверить это заявление. Бланк и образец предоставляет сам нотариус.
Затем отправляйте по почте заказным ценным письмом доверителю: паспорт, нотариально заверенную доверенность и заявление.
А прописаться в этом же населённом пункте, Вы сможете только при личном обращении в МФЦ, по месту нахождения объекта."
976,"Здравствуйте!
Можно оформить договор дарения на недвижимость в Благовещенске на объект находящийся в другом регионе.Спасибо","Здравствуйте! Подать документы на регистрацию права( перехода права) объекта  другого региона , Вы можете в Филиале  Кадастровой палаты по Амурской области, находящийся по адресу: Амурская область, Благовещенск, ул. Амурская, 144. "
977,"Как записаться на приём ,чтобы оформить дарственную на квартиру и какие необходимо принести документы","Здравствуйте! Вы можете воспользоваться услугой предварительной записи любым из удобных Вам способов: по телефону регионального call-центр МФЦ 8 (4162) 992222, посредством терминала электронной очереди при обращении в МФЦ, при помощи сервиса «Предварительная запись» на официальном сайте МФЦ. Для уточнения информации о перечне документов Вам необходимо позвонить  по номеру телефона 8(4162)99-22-22, так как от Вас необходимы дополнительные сведения. Либо написать более подробную информацию (находится ли квартира у Вас в собственности, единственный ли Вы собственник, приобреталась ли квартира в браке). "
